source_dataset,target_dataset,probe_type,probe_layer,baseline,metric,probe_loss,baseline_loss,improvement_vs_baseline,improvement_ci_lo,improvement_ci_hi,probe_beats_baseline,skill_vs_baseline,n_series,n_windows,seed,quantile_config,context_length,prediction_length
wind_farms_hourly,m4_hourly,source_val_selected,3,native_chronos2,mase,10.975365,0.96565,-10.009715,-12.588505,-7.729655,False,-10.365774,124,650,0,9,512,64
wind_farms_hourly,m4_hourly,source_val_selected,3,seasonal_naive,mase,10.975365,1.598819,-9.376546,-12.053962,-7.038818,False,-5.864672,124,650,0,9,512,64
wind_farms_hourly,m4_hourly,source_val_selected,3,last_value,mase,10.975365,21.042695,10.06733,7.844339,12.501229,True,0.478424,124,650,0,9,512,64
wind_farms_hourly,m4_hourly,best_layer,3,native_chronos2,mase,10.975365,0.96565,-10.009715,-12.588505,-7.729655,False,-10.365774,124,650,0,9,512,64
wind_farms_hourly,m4_hourly,best_layer,3,seasonal_naive,mase,10.975365,1.598819,-9.376546,-12.053962,-7.038818,False,-5.864672,124,650,0,9,512,64
wind_farms_hourly,m4_hourly,best_layer,3,last_value,mase,10.975365,21.042695,10.06733,7.844339,12.501229,True,0.478424,124,650,0,9,512,64
wind_farms_hourly,m4_hourly,final_layer,12,native_chronos2,mase,16.962697,0.96565,-15.997047,-18.881798,-13.086957,False,-16.566084,124,650,0,9,512,64
wind_farms_hourly,m4_hourly,final_layer,12,seasonal_naive,mase,16.962697,1.598819,-15.363879,-18.294971,-12.411105,False,-9.60952,124,650,0,9,512,64
wind_farms_hourly,m4_hourly,final_layer,12,last_value,mase,16.962697,21.042695,4.079998,1.960149,6.7164,True,0.193891,124,650,0,9,512,64
wind_farms_hourly,wind_farms_hourly,source_val_selected,3,native_chronos2,mase,2.116982,1.149311,-0.967671,-1.091007,-0.853469,False,-0.841957,261,650,0,9,512,64
wind_farms_hourly,wind_farms_hourly,source_val_selected,3,seasonal_naive,mase,2.116982,1.321993,-0.794989,-0.922771,-0.670006,False,-0.601356,261,650,0,9,512,64
wind_farms_hourly,wind_farms_hourly,source_val_selected,3,last_value,mase,2.116982,2.042901,-0.074081,-0.282604,0.14259,False,-0.036263,261,650,0,9,512,64
wind_farms_hourly,wind_farms_hourly,best_layer,3,native_chronos2,mase,2.116982,1.149311,-0.967671,-1.091007,-0.853469,False,-0.841957,261,650,0,9,512,64
wind_farms_hourly,wind_farms_hourly,best_layer,3,seasonal_naive,mase,2.116982,1.321993,-0.794989,-0.922771,-0.670006,False,-0.601356,261,650,0,9,512,64
wind_farms_hourly,wind_farms_hourly,best_layer,3,last_value,mase,2.116982,2.042901,-0.074081,-0.282604,0.14259,False,-0.036263,261,650,0,9,512,64
wind_farms_hourly,wind_farms_hourly,final_layer,12,native_chronos2,mase,2.266892,1.149311,-1.11758,-1.262038,-0.982819,False,-0.972391,261,650,0,9,512,64
wind_farms_hourly,wind_farms_hourly,final_layer,12,seasonal_naive,mase,2.266892,1.321993,-0.944899,-1.105768,-0.795555,False,-0.714753,261,650,0,9,512,64
wind_farms_hourly,wind_farms_hourly,final_layer,12,last_value,mase,2.266892,2.042901,-0.223991,-0.444543,-0.000754,False,-0.109644,261,650,0,9,512,64
