source_dataset,target_dataset,probe_family,seed,is_ood,quantile_set,layer,delta_vs_last,delta_ci_lo,delta_ci_hi,delta_above_zero,is_oracle_best_layer,is_source_selected_layer,is_last_layer,n_test_series,n_test_windows,bootstrap_replicates
monash_kdd_cup_2018,uber_tlc_hourly,forecast_slot_native_head,0,True,q9,5,0.3527079493204752,0.1752805786112429,0.5464883430330868,True,False,False,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,forecast_slot_native_head,0,True,q9,6,0.34805956824620576,0.18996604231079608,0.5326486233924951,True,False,False,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,forecast_slot_native_head,0,True,q9,7,-0.025081466515858963,-0.1833359815893081,0.1578564237048219,False,False,False,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,forecast_slot_native_head,0,True,q9,8,0.19969662936528554,0.028065578571531004,0.3973086428929225,True,False,False,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,forecast_slot_native_head,0,True,q9,9,0.5731893928845722,0.36116491549827245,0.8137923060049082,True,False,False,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,forecast_slot_native_head,0,True,q9,10,0.6885831438700354,0.5301721143366503,0.8520303684808829,True,True,False,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,forecast_slot_native_head,0,True,q9,11,0.29014046430587737,0.15011556116286925,0.422967099223534,True,False,True,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,forecast_slot_native_head,0,True,q9,12,0.0,0.0,0.0,False,False,False,True,260,1500,5000
uber_tlc_hourly,monash_electricity_hourly,forecast_slot_native_head,0,True,q9,0,-4.400791391452154,-4.484905931081548,-4.3138540022463765,False,False,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,forecast_slot_native_head,0,True,q9,1,-1.815656370401383,-1.8762871208788434,-1.7519787906932012,False,False,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,forecast_slot_native_head,0,True,q9,2,-1.5130816066265105,-1.5577179691388734,-1.4688499605261822,False,False,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,forecast_slot_native_head,0,True,q9,3,-0.8661194867293043,-0.9080387654439046,-0.8279468457336736,False,False,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,forecast_slot_native_head,0,True,q9,4,-0.9629690733750662,-1.0044704610302766,-0.9239447335879526,False,False,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,forecast_slot_native_head,0,True,q9,5,-0.6064194063345592,-0.6408279729998363,-0.5735286828944914,False,False,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,forecast_slot_native_head,0,True,q9,6,-0.5744537589550021,-0.6137935575855805,-0.5376561739930427,False,False,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,forecast_slot_native_head,0,True,q9,7,-0.5631129583517711,-0.6031322986944287,-0.5253923002818272,False,False,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,forecast_slot_native_head,0,True,q9,8,-0.7499196568330131,-0.7817181489990347,-0.7166101223599508,False,False,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,forecast_slot_native_head,0,True,q9,9,-0.7411597150961562,-0.7668078905029281,-0.7147835695976331,False,False,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,forecast_slot_native_head,0,True,q9,10,-0.4890138652324678,-0.5141666276514884,-0.46376440730159446,False,False,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,forecast_slot_native_head,0,True,q9,11,-0.284299457073212,-0.30237540657835493,-0.26521073754188584,False,False,False,False,318,1500,5000
