model,dataset,display_name,geometry_variant,split,estimator,n_rows,feature_dim,null_floor_mean,null_floor_std,is_headline_estimator,is_headline_variant,axis,path,n_layers,labels,mean_offdiagonal_cka,mean_offdiagonal_above_null_floor,is_main_depth_axis
tirex,monash_electricity_hourly,Electricity,all_positions_from_L1,test,unbiased,524,512,-0.0038770456645745616,0.001982255530296756,True,False,with_head_input,tirex/monash_electricity_hourly/cka/cka_unbiased_all_positions_from_L1_test__with_head_input.npy,13,L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+RMS,,,False
tirex,monash_electricity_hourly,Electricity,all_positions_from_L1,test,biased,524,512,0.4922150123212836,0.0006212922639564006,False,False,block_depth,tirex/monash_electricity_hourly/cka/cka_biased_all_positions_from_L1_test.npy,12,L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.8579519911200065,0.3657369787987229,True
tirex,monash_electricity_hourly,Electricity,all_positions_from_L1,test,biased,524,512,0.4922150123212836,0.0006212922639564006,False,False,with_head_input,tirex/monash_electricity_hourly/cka/cka_biased_all_positions_from_L1_test__with_head_input.npy,13,L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+RMS,,,False
tirex,monash_electricity_hourly,Electricity,pos0,train,unbiased,1394,512,0.0009208223113989269,0.0005456137502421613,True,True,block_depth,tirex/monash_electricity_hourly/cka/cka_unbiased_pos0_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.9081253281011619,0.907204505789763,True
tirex,monash_electricity_hourly,Electricity,pos0,train,unbiased,1394,512,0.0009208223113989269,0.0005456137502421613,True,True,with_head_input,tirex/monash_electricity_hourly/cka/cka_unbiased_pos0_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+RMS,,,False
tirex,monash_electricity_hourly,Electricity,pos0,train,biased,1394,512,0.2692442783018815,0.0006315292890945907,False,True,block_depth,tirex/monash_electricity_hourly/cka/cka_biased_pos0_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.9074554882574236,0.6382112099555421,True
tirex,monash_electricity_hourly,Electricity,pos0,train,biased,1394,512,0.2692442783018815,0.0006315292890945907,False,True,with_head_input,tirex/monash_electricity_hourly/cka/cka_biased_pos0_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+RMS,,,False
tirex,monash_electricity_hourly,Electricity,all_positions_from_L1,train,unbiased,2788,512,0.0006391908949593246,0.0004081319647584255,True,False,block_depth,tirex/monash_electricity_hourly/cka/cka_unbiased_all_positions_from_L1_train.npy,12,L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.8014526986179642,0.8008135077230049,True
tirex,monash_electricity_hourly,Electricity,all_positions_from_L1,train,unbiased,2788,512,0.0006391908949593246,0.0004081319647584255,True,False,with_head_input,tirex/monash_electricity_hourly/cka/cka_unbiased_all_positions_from_L1_train__with_head_input.npy,13,L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+RMS,,,False
tirex,monash_electricity_hourly,Electricity,all_positions_from_L1,train,biased,2788,512,0.15569405319525098,0.0003439107225723347,False,False,block_depth,tirex/monash_electricity_hourly/cka/cka_biased_all_positions_from_L1_train.npy,12,L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.8016247346774052,0.6459306814821543,True
tirex,monash_electricity_hourly,Electricity,all_positions_from_L1,train,biased,2788,512,0.15569405319525098,0.0003439107225723347,False,False,with_head_input,tirex/monash_electricity_hourly/cka/cka_biased_all_positions_from_L1_train__with_head_input.npy,13,L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+RMS,,,False
