pt_status,probe_status,quadrant,source_dataset,target_dataset,probe_fitted_on,wd_selected_on,tunnel_defined_on,l_start_sustained,val_selected_layer,final_reference,quantile_set,readout,probe_family,probe_protocol_version,layer,layer_label,quantile_loss,mase,is_selected_layer,is_reference,in_sustained_tunnel
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,coastal_ts,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,0,Emb,6.001589,2.452291,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,coastal_ts,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,1,L1,4.97115,2.112411,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,coastal_ts,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,2,L2,4.875905,2.171255,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,coastal_ts,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,3,L3,4.362838,1.685898,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,coastal_ts,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,4,L4,4.24261,1.604501,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,coastal_ts,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,5,L5,4.225456,1.567418,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,coastal_ts,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,6,L6,4.189729,1.508188,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,coastal_ts,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,7,L7,4.172357,1.481794,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,coastal_ts,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,8,L8,4.361639,1.527763,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,coastal_ts,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,9,L9,4.206142,1.528531,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,coastal_ts,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,10,L10,4.093819,1.492472,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,coastal_ts,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,11,L11,3.802665,1.322408,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,coastal_ts,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,12,L12,3.788635,1.289096,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,coastal_ts,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,13,L12+LN,3.788353,1.295937,True,True,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,boom_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,0,Emb,4.045555,2.079559,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,boom_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,1,L1,4.300271,3.367676,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,boom_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,2,L2,3.732515,2.500182,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,boom_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,3,L3,2.876338,1.582955,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,boom_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,4,L4,2.710906,1.482667,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,boom_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,5,L5,2.663509,1.444817,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,boom_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,6,L6,2.626519,1.380307,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,boom_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,7,L7,2.629887,1.401808,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,boom_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,8,L8,2.635119,1.35934,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,boom_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,9,L9,2.542345,1.322041,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,boom_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,10,L10,3.337043,2.353306,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,boom_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,11,L11,2.92646,1.760492,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,boom_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,12,L12,2.882868,1.559091,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,monash_electricity_hourly,boom_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,12,13,L12+LN,q9,fslot,shared_linear,v2,13,L12+LN,2.384078,1.219716,True,True,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,sg_carpark,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,0,Emb,5.124297,2.439347,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,sg_carpark,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,1,L1,4.519278,2.1511,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,sg_carpark,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,2,L2,3.941667,1.827597,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,sg_carpark,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,3,L3,2.763206,1.190938,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,sg_carpark,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,4,L4,2.509327,1.088989,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,sg_carpark,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,5,L5,2.318921,1.091235,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,sg_carpark,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,6,L6,2.299028,1.061388,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,sg_carpark,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,7,L7,2.145137,0.974854,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,sg_carpark,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,8,L8,2.180145,0.995311,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,sg_carpark,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,9,L9,2.044789,0.917306,True,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,sg_carpark,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,10,L10,1.966628,0.909187,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,sg_carpark,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,11,L11,1.888815,0.992703,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,sg_carpark,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,12,L12,1.914006,0.995246,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,sg_carpark,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,13,L12+LN,1.80745,0.846982,False,True,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,coastal_ts,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,0,Emb,6.249938,2.492711,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,coastal_ts,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,1,L1,6.222652,3.057102,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,coastal_ts,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,2,L2,6.72654,3.207409,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,coastal_ts,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,3,L3,5.895091,2.212053,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,coastal_ts,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,4,L4,5.688953,2.098989,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,coastal_ts,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,5,L5,5.53944,2.048909,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,coastal_ts,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,6,L6,5.452461,2.048976,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,coastal_ts,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,7,L7,5.501396,2.048549,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,coastal_ts,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,8,L8,5.419758,2.034931,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,coastal_ts,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,9,L9,5.403148,2.026925,True,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,coastal_ts,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,10,L10,4.850256,1.854767,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,coastal_ts,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,11,L11,4.187275,1.57232,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,coastal_ts,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,12,L12,3.811729,1.386493,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,coastal_ts,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,13,L12+LN,3.999264,1.528728,False,True,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,boom_hourly,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,0,Emb,3.543097,1.813891,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,boom_hourly,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,1,L1,4.136502,2.607611,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,boom_hourly,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,2,L2,4.243659,2.480195,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,boom_hourly,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,3,L3,3.458048,1.812954,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,boom_hourly,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,4,L4,3.313612,1.68404,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,boom_hourly,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,5,L5,3.185069,1.638339,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,boom_hourly,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,6,L6,3.096478,1.603202,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,boom_hourly,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,7,L7,3.037772,1.538799,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,boom_hourly,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,8,L8,2.973034,1.49173,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,boom_hourly,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,9,L9,2.935564,1.470044,True,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,boom_hourly,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,10,L10,2.979197,1.748096,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,boom_hourly,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,11,L11,2.87428,1.793527,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,boom_hourly,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,12,L12,2.830175,1.682587,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,uber_tlc_hourly,boom_hourly,uber_tlc_hourly,uber_tlc_hourly:validation,uber_tlc_hourly:validation,4,9,L12+LN,q9,fslot,shared_linear,v2,13,L12+LN,2.623864,1.503369,False,True,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,m4_hourly,sg_carpark,m4_hourly,m4_hourly:validation,m4_hourly:validation,3,3,L12+LN,q9,fslot,shared_linear,v2,0,Emb,5.772141,2.716397,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,m4_hourly,sg_carpark,m4_hourly,m4_hourly:validation,m4_hourly:validation,3,3,L12+LN,q9,fslot,shared_linear,v2,1,L1,5.362074,2.910818,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,m4_hourly,sg_carpark,m4_hourly,m4_hourly:validation,m4_hourly:validation,3,3,L12+LN,q9,fslot,shared_linear,v2,2,L2,3.422274,1.555119,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,m4_hourly,sg_carpark,m4_hourly,m4_hourly:validation,m4_hourly:validation,3,3,L12+LN,q9,fslot,shared_linear,v2,3,L3,2.530474,1.181305,True,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,m4_hourly,sg_carpark,m4_hourly,m4_hourly:validation,m4_hourly:validation,3,3,L12+LN,q9,fslot,shared_linear,v2,4,L4,2.38397,1.097252,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,m4_hourly,sg_carpark,m4_hourly,m4_hourly:validation,m4_hourly:validation,3,3,L12+LN,q9,fslot,shared_linear,v2,5,L5,2.231121,1.03746,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,m4_hourly,sg_carpark,m4_hourly,m4_hourly:validation,m4_hourly:validation,3,3,L12+LN,q9,fslot,shared_linear,v2,6,L6,2.220988,1.018845,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,m4_hourly,sg_carpark,m4_hourly,m4_hourly:validation,m4_hourly:validation,3,3,L12+LN,q9,fslot,shared_linear,v2,7,L7,2.24432,0.999822,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,m4_hourly,sg_carpark,m4_hourly,m4_hourly:validation,m4_hourly:validation,3,3,L12+LN,q9,fslot,shared_linear,v2,8,L8,2.175415,0.983707,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,m4_hourly,sg_carpark,m4_hourly,m4_hourly:validation,m4_hourly:validation,3,3,L12+LN,q9,fslot,shared_linear,v2,9,L9,2.205469,0.978737,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,m4_hourly,sg_carpark,m4_hourly,m4_hourly:validation,m4_hourly:validation,3,3,L12+LN,q9,fslot,shared_linear,v2,10,L10,2.184649,0.982984,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,m4_hourly,sg_carpark,m4_hourly,m4_hourly:validation,m4_hourly:validation,3,3,L12+LN,q9,fslot,shared_linear,v2,11,L11,2.189522,1.007253,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,m4_hourly,sg_carpark,m4_hourly,m4_hourly:validation,m4_hourly:validation,3,3,L12+LN,q9,fslot,shared_linear,v2,12,L12,2.248223,1.04985,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,m4_hourly,sg_carpark,m4_hourly,m4_hourly:validation,m4_hourly:validation,3,3,L12+LN,q9,fslot,shared_linear,v2,13,L12+LN,2.147169,1.032509,False,True,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,m4_hourly,coastal_ts,m4_hourly,m4_hourly:validation,m4_hourly:validation,3,3,L12+LN,q9,fslot,shared_linear,v2,0,Emb,6.172016,2.47517,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,m4_hourly,coastal_ts,m4_hourly,m4_hourly:validation,m4_hourly:validation,3,3,L12+LN,q9,fslot,shared_linear,v2,1,L1,8.194356,16.963594,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,m4_hourly,coastal_ts,m4_hourly,m4_hourly:validation,m4_hourly:validation,3,3,L12+LN,q9,fslot,shared_linear,v2,2,L2,5.61447,2.201722,False,False,False
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,m4_hourly,coastal_ts,m4_hourly,m4_hourly:validation,m4_hourly:validation,3,3,L12+LN,q9,fslot,shared_linear,v2,3,L3,4.966877,1.860906,True,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,m4_hourly,coastal_ts,m4_hourly,m4_hourly:validation,m4_hourly:validation,3,3,L12+LN,q9,fslot,shared_linear,v2,4,L4,4.895014,1.788162,False,False,True
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,m4_hourly,coastal_ts,m4_hourly,m4_hourly:validation,m4_hourly:validation,3,3,L12+LN,q9,fslot,shared_linear,v2,5,L5,4.923103,1.798194,False,False,True
