model,dataset,display_name,geometry_variant,split,estimator,n_rows,feature_dim,null_floor_mean,null_floor_std,is_headline_estimator,is_headline_variant,axis,path,n_layers,labels,mean_offdiagonal_cka,mean_offdiagonal_above_null_floor,is_main_depth_axis
chronos2,uber_tlc_hourly,Uber TLC,headline,test,unbiased,1048,768,-0.0005751386439914921,0.0006258737704098962,True,True,with_head_input,chronos2/uber_tlc_hourly/cka/cka_unbiased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,uber_tlc_hourly,Uber TLC,headline,test,biased,1048,768,0.42245083015627105,0.0003112403271044692,False,True,block_depth,chronos2/uber_tlc_hourly/cka/cka_biased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.5733800065555336,0.1509291763992625,True
chronos2,uber_tlc_hourly,Uber TLC,headline,test,biased,1048,768,0.42245083015627105,0.0003112403271044692,False,True,with_head_input,chronos2/uber_tlc_hourly/cka/cka_biased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,uber_tlc_hourly,Uber TLC,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,block_depth,chronos2/uber_tlc_hourly/cka/cka_unbiased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.55283511693306,0.5527563348803317,True
chronos2,uber_tlc_hourly,Uber TLC,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,with_head_input,chronos2/uber_tlc_hourly/cka/cka_unbiased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,uber_tlc_hourly,Uber TLC,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,block_depth,chronos2/uber_tlc_hourly/cka/cka_biased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.5530341226235739,0.43190348820711905,True
chronos2,uber_tlc_hourly,Uber TLC,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,with_head_input,chronos2/uber_tlc_hourly/cka/cka_biased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,wind_farms_hourly,Wind Farms,headline,test,unbiased,1048,768,-0.0005751386439914921,0.0006258737704098962,True,True,block_depth,chronos2/wind_farms_hourly/cka/cka_unbiased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.5866224558673373,0.5871975945113288,True
chronos2,wind_farms_hourly,Wind Farms,headline,test,unbiased,1048,768,-0.0005751386439914921,0.0006258737704098962,True,True,with_head_input,chronos2/wind_farms_hourly/cka/cka_unbiased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,wind_farms_hourly,Wind Farms,headline,test,biased,1048,768,0.42245083015627105,0.0003112403271044692,False,True,block_depth,chronos2/wind_farms_hourly/cka/cka_biased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.5864345611254732,0.16398373096920216,True
chronos2,wind_farms_hourly,Wind Farms,headline,test,biased,1048,768,0.42245083015627105,0.0003112403271044692,False,True,with_head_input,chronos2/wind_farms_hourly/cka/cka_biased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,wind_farms_hourly,Wind Farms,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,block_depth,chronos2/wind_farms_hourly/cka/cka_unbiased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.5806183494663504,0.5805395674136221,True
chronos2,wind_farms_hourly,Wind Farms,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,with_head_input,chronos2/wind_farms_hourly/cka/cka_unbiased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,wind_farms_hourly,Wind Farms,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,block_depth,chronos2/wind_farms_hourly/cka/cka_biased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.580543283220064,0.45941264880360916,True
chronos2,wind_farms_hourly,Wind Farms,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,with_head_input,chronos2/wind_farms_hourly/cka/cka_biased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,sg_carpark,SG Carpark,headline,test,unbiased,1416,768,-0.000475808913354453,0.0012228358299817177,True,True,block_depth,chronos2/sg_carpark/cka/cka_unbiased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.6854242600333327,0.6859000689466871,True
chronos2,sg_carpark,SG Carpark,headline,test,unbiased,1416,768,-0.000475808913354453,0.0012228358299817177,True,True,with_head_input,chronos2/sg_carpark/cka/cka_unbiased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,sg_carpark,SG Carpark,headline,test,biased,1416,768,0.35135116166438723,0.0008891829650555453,False,True,block_depth,chronos2/sg_carpark/cka/cka_biased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.685974441240744,0.3346232795763568,True
chronos2,sg_carpark,SG Carpark,headline,test,biased,1416,768,0.35135116166438723,0.0008891829650555453,False,True,with_head_input,chronos2/sg_carpark/cka/cka_biased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,sg_carpark,SG Carpark,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,block_depth,chronos2/sg_carpark/cka/cka_unbiased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.6399866108515252,0.6399078287987969,True
chronos2,sg_carpark,SG Carpark,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,with_head_input,chronos2/sg_carpark/cka/cka_unbiased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,sg_carpark,SG Carpark,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,block_depth,chronos2/sg_carpark/cka/cka_biased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.6402820058686959,0.5191513714522411,True
chronos2,sg_carpark,SG Carpark,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,with_head_input,chronos2/sg_carpark/cka/cka_biased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,coastal_ts,Coastal T-S,headline,test,unbiased,192,768,-0.0006095501942305197,0.007211001657699613,True,True,block_depth,chronos2/coastal_ts/cka/cka_unbiased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.7927313044725118,0.7933408546667423,True
chronos2,coastal_ts,Coastal T-S,headline,test,unbiased,192,768,-0.0006095501942305197,0.007211001657699613,True,True,with_head_input,chronos2/coastal_ts/cka/cka_unbiased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,coastal_ts,Coastal T-S,headline,test,biased,192,768,0.7993823863678075,0.00046189009987329503,False,True,block_depth,chronos2/coastal_ts/cka/cka_biased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.7933616248717714,-0.006020761496036031,True
chronos2,coastal_ts,Coastal T-S,headline,test,biased,192,768,0.7993823863678075,0.00046189009987329503,False,True,with_head_input,chronos2/coastal_ts/cka/cka_biased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,coastal_ts,Coastal T-S,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,block_depth,chronos2/coastal_ts/cka/cka_unbiased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.7895160989067583,0.7894373168540301,True
chronos2,coastal_ts,Coastal T-S,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,with_head_input,chronos2/coastal_ts/cka/cka_unbiased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,coastal_ts,Coastal T-S,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,block_depth,chronos2/coastal_ts/cka/cka_biased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.7893570705033978,0.668226436086943,True
chronos2,coastal_ts,Coastal T-S,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,with_head_input,chronos2/coastal_ts/cka/cka_biased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,boom_hourly,BOOM,headline,test,unbiased,1416,768,-0.000475808913354453,0.0012228358299817177,True,True,block_depth,chronos2/boom_hourly/cka/cka_unbiased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.6080668300557932,0.6085426389691476,True
chronos2,boom_hourly,BOOM,headline,test,unbiased,1416,768,-0.000475808913354453,0.0012228358299817177,True,True,with_head_input,chronos2/boom_hourly/cka/cka_unbiased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,boom_hourly,BOOM,headline,test,biased,1416,768,0.35135116166438723,0.0008891829650555453,False,True,block_depth,chronos2/boom_hourly/cka/cka_biased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.6075045333415388,0.2561533716771515,True
chronos2,boom_hourly,BOOM,headline,test,biased,1416,768,0.35135116166438723,0.0008891829650555453,False,True,with_head_input,chronos2/boom_hourly/cka/cka_biased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,boom_hourly,BOOM,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,block_depth,chronos2/boom_hourly/cka/cka_unbiased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.5956184130407811,0.5955396309880528,True
chronos2,boom_hourly,BOOM,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,with_head_input,chronos2/boom_hourly/cka/cka_unbiased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,boom_hourly,BOOM,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,block_depth,chronos2/boom_hourly/cka/cka_biased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.5955430086349752,0.4744123742185204,True
chronos2,boom_hourly,BOOM,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,with_head_input,chronos2/boom_hourly/cka/cka_biased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,LOOP_SEATTLE_5T,Loop Seattle,headline,test,unbiased,1048,768,-0.0005751386439914921,0.0006258737704098962,True,True,block_depth,chronos2/LOOP_SEATTLE_5T/cka/cka_unbiased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.7672634825092884,0.7678386211532799,True
chronos2,LOOP_SEATTLE_5T,Loop Seattle,headline,test,unbiased,1048,768,-0.0005751386439914921,0.0006258737704098962,True,True,with_head_input,chronos2/LOOP_SEATTLE_5T/cka/cka_unbiased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,LOOP_SEATTLE_5T,Loop Seattle,headline,test,biased,1048,768,0.42245083015627105,0.0003112403271044692,False,True,block_depth,chronos2/LOOP_SEATTLE_5T/cka/cka_biased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.7678517356848977,0.3454009055286267,True
chronos2,LOOP_SEATTLE_5T,Loop Seattle,headline,test,biased,1048,768,0.42245083015627105,0.0003112403271044692,False,True,with_head_input,chronos2/LOOP_SEATTLE_5T/cka/cka_biased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,LOOP_SEATTLE_5T,Loop Seattle,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,block_depth,chronos2/LOOP_SEATTLE_5T/cka/cka_unbiased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.701021004404916,0.7009422223521877,True
chronos2,LOOP_SEATTLE_5T,Loop Seattle,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,with_head_input,chronos2/LOOP_SEATTLE_5T/cka/cka_unbiased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,LOOP_SEATTLE_5T,Loop Seattle,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,block_depth,chronos2/LOOP_SEATTLE_5T/cka/cka_biased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.7012021845111613,0.5800715500947066,True
chronos2,LOOP_SEATTLE_5T,Loop Seattle,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,with_head_input,chronos2/LOOP_SEATTLE_5T/cka/cka_biased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,electricity_15min,Electricity 15min,headline,test,unbiased,1048,768,-0.0005751386439914921,0.0006258737704098962,True,True,block_depth,chronos2/electricity_15min/cka/cka_unbiased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.7452285060400968,0.7458036446840883,True
chronos2,electricity_15min,Electricity 15min,headline,test,unbiased,1048,768,-0.0005751386439914921,0.0006258737704098962,True,True,with_head_input,chronos2/electricity_15min/cka/cka_unbiased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,electricity_15min,Electricity 15min,headline,test,biased,1048,768,0.42245083015627105,0.0003112403271044692,False,True,block_depth,chronos2/electricity_15min/cka/cka_biased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.7458156825744907,0.32336485241821966,True
chronos2,electricity_15min,Electricity 15min,headline,test,biased,1048,768,0.42245083015627105,0.0003112403271044692,False,True,with_head_input,chronos2/electricity_15min/cka/cka_biased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,electricity_15min,Electricity 15min,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,block_depth,chronos2/electricity_15min/cka/cka_unbiased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.6453899314870691,0.6453111494343409,True
chronos2,electricity_15min,Electricity 15min,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,with_head_input,chronos2/electricity_15min/cka/cka_unbiased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,electricity_15min,Electricity 15min,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,block_depth,chronos2/electricity_15min/cka/cka_biased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.6456368014824279,0.5245061670659731,True
chronos2,electricity_15min,Electricity 15min,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,with_head_input,chronos2/electricity_15min/cka/cka_biased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,SZ_TAXI_15T,SZ Taxi,headline,test,unbiased,624,768,-0.0013987508107588533,0.0013499516457520038,True,True,block_depth,chronos2/SZ_TAXI_15T/cka/cka_unbiased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.659325048642041,0.6607237994527999,True
chronos2,SZ_TAXI_15T,SZ Taxi,headline,test,unbiased,624,768,-0.0013987508107588533,0.0013499516457520038,True,True,with_head_input,chronos2/SZ_TAXI_15T/cka/cka_unbiased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,SZ_TAXI_15T,SZ Taxi,headline,test,biased,624,768,0.550935851224044,0.0015937740938732018,False,True,block_depth,chronos2/SZ_TAXI_15T/cka/cka_biased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.6650073366054156,0.11407148538137157,True
chronos2,SZ_TAXI_15T,SZ Taxi,headline,test,biased,624,768,0.550935851224044,0.0015937740938732018,False,True,with_head_input,chronos2/SZ_TAXI_15T/cka/cka_biased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,SZ_TAXI_15T,SZ Taxi,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,block_depth,chronos2/SZ_TAXI_15T/cka/cka_unbiased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.6485949053642506,0.6485161233115223,True
chronos2,SZ_TAXI_15T,SZ Taxi,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,with_head_input,chronos2/SZ_TAXI_15T/cka/cka_unbiased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,SZ_TAXI_15T,SZ Taxi,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,block_depth,chronos2/SZ_TAXI_15T/cka/cka_biased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.6491029302382632,0.5279722958218084,True
chronos2,SZ_TAXI_15T,SZ Taxi,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,with_head_input,chronos2/SZ_TAXI_15T/cka/cka_biased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,monash_london_smart_meters,London Smart Meters,headline,test,unbiased,1048,768,-0.0005751386439914921,0.0006258737704098962,True,True,block_depth,chronos2/monash_london_smart_meters/cka/cka_unbiased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.5897654791418204,0.5903406177858119,True
chronos2,monash_london_smart_meters,London Smart Meters,headline,test,unbiased,1048,768,-0.0005751386439914921,0.0006258737704098962,True,True,with_head_input,chronos2/monash_london_smart_meters/cka/cka_unbiased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,monash_london_smart_meters,London Smart Meters,headline,test,biased,1048,768,0.42245083015627105,0.0003112403271044692,False,True,block_depth,chronos2/monash_london_smart_meters/cka/cka_biased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.592803682808449,0.17035285265217792,True
chronos2,monash_london_smart_meters,London Smart Meters,headline,test,biased,1048,768,0.42245083015627105,0.0003112403271044692,False,True,with_head_input,chronos2/monash_london_smart_meters/cka/cka_biased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,monash_london_smart_meters,London Smart Meters,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,block_depth,chronos2/monash_london_smart_meters/cka/cka_unbiased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.583888908170936,0.5838101261182077,True
chronos2,monash_london_smart_meters,London Smart Meters,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,with_head_input,chronos2/monash_london_smart_meters/cka/cka_unbiased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,monash_london_smart_meters,London Smart Meters,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,block_depth,chronos2/monash_london_smart_meters/cka/cka_biased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.5842868661694286,0.46315623175297377,True
