model,dataset,tolerance,is_headline,label,depth_index,relative_depth,blocks_removed,rung,mase_ratio,mase_ci_lo,mase_ci_hi,wql_ratio,wql_ci_lo,wql_ci_hi,within_budget_mase,budget_fragile_mase,gap_closure_mase,gap_closure_valid,compatibility_gap_exists,low_skill
chronos2,SZ_TAXI_15T,tol_0.02,False,L4,4,0.3333333333333333,8,noa,1.0018159136507627,0.9851524729763504,1.0249162935781837,0.998438366073506,0.9902665484940487,1.0074223507413689,True,False,0.9669091431748739,True,True,True
chronos2,SZ_TAXI_15T,tol_0.02,False,L4,4,0.3333333333333333,8,fl,1.0241631906199453,0.9905982505201952,1.0834238285660225,1.0094611565156375,0.9974366288920226,1.0227164035192176,True,True,0.5596813312642909,True,True,True
chronos2,SZ_TAXI_15T,tol_0.02,False,L4,4,0.3333333333333333,8,ra,1.0030033071691724,0.9812780820570093,1.037694695384308,0.9961401427860218,0.9868099043536456,1.0066944792882484,True,False,0.9452716226373337,True,True,True
chronos2,SZ_TAXI_15T,tol_0.02,False,L4,4,0.3333333333333333,8,probe,1.0387523293665253,0.9988416145178313,1.1093635256293037,1.0123580437167847,0.9986717388886992,1.0284459697490398,True,True,0.29382777525285003,True,True,True
chronos2,SZ_TAXI_15T,tol_0.05,True,L2,2,0.16666666666666666,10,hard,1.0719102549439967,1.03425145371816,1.129490961146514,1.0752880471367716,1.05378900056649,1.0984545819257998,False,True,,,True,True
chronos2,SZ_TAXI_15T,tol_0.05,True,L2,2,0.16666666666666666,10,noa,1.0158165448539773,0.9949359278991691,1.0444632167889396,1.0110577502090978,0.9997438882367382,1.023163798635351,True,False,0.7800516092413368,True,True,True
chronos2,SZ_TAXI_15T,tol_0.05,True,L2,2,0.16666666666666666,10,fl,1.0408223420335112,1.004595627409225,1.1034316525737642,1.0234528742973874,1.007815848984,1.0406687685778793,True,True,0.4323154317099341,True,True,True
chronos2,SZ_TAXI_15T,tol_0.05,True,L2,2,0.16666666666666666,10,ra,1.019378629673403,0.9983646833008504,1.0478292086723229,1.01170556962484,0.9997000221627821,1.0244082090289117,True,False,0.730516465440219,True,True,True
chronos2,SZ_TAXI_15T,tol_0.05,True,L2,2,0.16666666666666666,10,probe,1.0601929153977299,1.0174112352862315,1.1346037932621322,1.0294928092317295,1.0123839968509256,1.0490693139390117,False,True,0.16294392997761156,True,True,True
chronos2,SZ_TAXI_15T,tol_0.1,False,Emb,0,0.0,12,hard,1.0920239874568802,1.0400926265573949,1.177572970032837,1.0924435807382697,1.067951423134866,1.1201782851884585,False,True,,,True,True
chronos2,SZ_TAXI_15T,tol_0.1,False,Emb,0,0.0,12,noa,1.0807802916483056,1.0288037162200219,1.1685888343127437,1.0555678024685178,1.0333403127738183,1.0816622632009905,False,True,0.1221822279092498,True,True,True
chronos2,SZ_TAXI_15T,tol_0.1,False,Emb,0,0.0,12,fl,1.0951695280095095,1.0412823628107257,1.185141187235384,1.0577043970833704,1.034955311464166,1.083836480577055,False,True,-0.03418174586385119,True,True,True
chronos2,SZ_TAXI_15T,tol_0.1,False,Emb,0,0.0,12,ra,1.089130566170562,1.0360090417467744,1.1782629590759341,1.0650242611637701,1.0417022343779478,1.0918422587144694,False,True,0.03144203339019509,True,True,True
