model,kind,depth,level,batch,n_jobs,median_ms,median_ms_min_job,median_ms_max_job,speedup_vs_native,speedup_min_job,speedup_max_job,throughput,peak_allocated_bytes,active_params
timesfm3,adapter,16,api_e2e,1,3,91.66958600000001,89.6697375,93.2099875,1.046439374321341,1.0458926792330578,1.0891361830738495,10.9087434953617,1076753920.0,266782016
timesfm3,adapter,16,api_e2e,256,3,381.718394,381.32528049999996,383.73278500000004,1.203877805840885,1.1899665896412785,1.2192676743264304,670.6514645977473,1345905152.0,266782016
timesfm3,adapter,16,device_forward,1,3,43.165684,43.0611665,43.7431775,1.1383895132994997,1.1358722968856114,1.1446018653489103,23.166550540470993,1076751872.0,266782016
timesfm3,adapter,16,device_forward,256,3,323.4310495,323.359175,323.55232950000004,1.235497146478061,1.2353050080574368,1.2356684604580614,791.5133701472283,1345380864.0,266782016
timesfm3,adapter,17,api_e2e,1,3,90.9547925,89.4483495,91.1432115,1.0701685775028895,1.0484813026091666,1.0976954622814405,10.994472886076895,1142324736.0,283174176
timesfm3,adapter,17,api_e2e,256,3,400.828749,399.8213715,403.0124715,1.1481853515676812,1.1330398580481646,1.161136519426654,638.6767432193342,1411558400.0,283174176
timesfm3,adapter,17,device_forward,1,3,44.579738,44.170292,45.115300500000004,1.1056119598549459,1.101326223018286,1.1124980111066505,22.431715502679715,1142322688.0,283174176
timesfm3,adapter,17,device_forward,256,3,342.68329700000004,342.5763415,342.72333,1.166205443323628,1.1661906839529954,1.1662475250435096,747.0454563765912,1411034112.0,283174176
timesfm3,adapter,18,api_e2e,1,3,94.419975,94.38723250000001,95.65143499999999,1.0333876565350084,0.9932741668275171,1.0437968128758341,10.590979292252515,1207895552.0,299566336
timesfm3,adapter,18,api_e2e,256,3,423.03535450000004,420.33112900000003,423.0457495,1.0921604666591322,1.0793848987720418,1.1001844019635005,605.150366929911,1477998080.0,299566336
timesfm3,adapter,18,device_forward,1,3,46.603937,46.336008500000005,46.976611500000004,1.0605005392296576,1.0492006538189753,1.0661473407278874,21.457414638595875,1207893504.0,299566336
timesfm3,adapter,18,device_forward,256,3,361.96978249999995,361.8719115,362.0168095,1.1039640605417798,1.1037090865450903,1.1044952655851543,707.2413565350583,1477473792.0,299566336
timesfm3,adapter,19,api_e2e,1,3,95.56753950000001,95.5590085,98.9858745,0.9853789896052291,0.9814346493559526,1.044713126678332,10.463803978127949,1273466368.0,315958496
timesfm3,adapter,19,api_e2e,256,3,441.0959815,440.11021,442.9057125,1.0364938384035858,1.0352150385663852,1.0575007984931775,580.3725509569168,1542864896.0,315958496
timesfm3,adapter,19,device_forward,1,3,47.683608500000005,47.538410999999996,47.9548845,1.0361126716924947,1.0305294323519998,1.0368014088649282,20.971567200078827,1273464320.0,315958496
timesfm3,adapter,19,device_forward,256,3,381.285594,381.1827225,381.3415805,1.0480782953115089,1.0480198526370768,1.04825836404404,671.4127258634377,1542340608.0,315958496
timesfm3,adapter,2,api_e2e,1,3,69.912217,68.038118,72.140368,1.428086066845799,1.3000338728518823,1.433587581008634,14.303651677932056,158762496.0,37291776
timesfm3,adapter,2,api_e2e,256,3,109.110136,108.019135,110.1518135,4.249886300237453,4.145453252115545,4.265569777128681,2346.2531473702866,426759680.0,37291776
timesfm3,adapter,2,device_forward,1,3,23.121411000000002,22.944266,23.450771000000003,2.1316991207846265,2.118764602664876,2.1416837653468628,43.249955636358,158760448.0,37291776
timesfm3,adapter,2,device_forward,256,3,53.7416675,53.654000499999995,53.9252205,7.436567668839081,7.411853104986376,7.446030757762415,4763.529155473265,426235392.0,37291776
timesfm3,adapter,20,api_e2e,1,3,97.521679,96.8553005,97.944349,1.0070548591194552,0.9616828069582353,1.0193611374148803,10.254130263692446,1339037184.0,332350656
timesfm3,adapter,20,api_e2e,256,3,461.885787,458.60582250000004,466.015394,0.9987157173181279,0.9886192785144091,1.0010100602244314,554.2495725247333,1608518144.0,332350656
